user,tweet,hashtag,location
sho1975,"Just wondering about the current state of #DDD hype. Lools like  at its core it is the ""not-in-hype"" object orientation? Pure OO? Remember UML? Models? Stereotypes?",['DDD'],"Hannover, Germany"
BroadcastStorm3,"@TurkishFacts4U @Communications If they do, it will definitely backfire.",,Hannover
PugilistProdigy,@MikaelaMayer1 John Paul?,,"Hannover, Germany"
artbymbeezy,"Concept -&gt; IRL  | @systm03 

https://t.co/AoG2fIG2Dd",,Germany
bjoernbeier,@JonNeuscheler body count?,,Hannover
MikeWall_Privat,@winkelsdorf Geile Story!,,"Hannover, Deutschland"
hedyundolaf,@VictorMackenth3 Prost Victor 🚰😉☺️,,"Mitte, Hannover"
SaschaSebastian,@iMiaSanMia @FabrizioRomano Sure. He’s a great keeper. But why did you chose a picture where he’s hit in the balls? 😁,,"Hannover, Deutschland"
Emschi_hanoi,"RIP Terry Hall #thespecials #terryhall  „Enjoy yourself, it′s later than you think
Enjoy yourself, while you're still in the pink
The years go by, as quickly as you wink
Enjoy yourself, enjoy yourself
It′s later than you think“","['thespecials', 'terryhall']","Hannover, Deutschland"
CaptainAra84,@BlockchainUsopp @spunty21 Why don't you hire a dev team from fiverr for 50 bucks then and start your own tech company? 😂 And you're calling me delusional... Good lord ... Conversation over.,,"Hannover, Deutschland"
AnaestheticsApp,"@vera_reganest Oh no! Have a speedy recovery! I managed to avoid it for 2 years, guess had to catch it at some point!",,"Hannover, Germany"
Anna___Beller,"'White Space' probably my calmest collection of the year - Thank you! 🤍🤍

https://t.co/aK7dfgPWBy https://t.co/YRAlf8h06v",,"Hannover, Deutschland"
Lordserperior1,Literally just described Pokepark. https://t.co/XvX5UPCZx0,,"Hannover, Germany"
jill_king77,this thread is...I don't what to say... 🤦🏽‍♀️ https://t.co/wnT3elfays,,"hannover, germany"
jill_king77,@JuddLegum good earth. speechless.,,"hannover, germany"
jill_king77,"imagine germany would ban the diary of anne frank bc ""nazis were being shamed"" in it, and ""bc it makes us germans feel uncomfortable."" 🤦🏽‍♀️ https://t.co/k8JDs5qcg5",,"hannover, germany"
sobieski902,"@farzyness Yes, yess, yesss ... where can I sign that petition?",,Hannover
FeelinEvolution,@almuzaini_yahya @CreationsRoss Shut up,,"Hannover, Deutschland"
uigmbh,"Today we introduce Bernd Dibke  in our series #WeAreUUI.

#circulareconomy #ClimateAction #cleanenergy #ActOnClimate#climate #energy #UUI https://t.co/eAm4IEbBYW","['WeAreUUI', 'circulareconomy', 'ClimateAction', 'cleanenergy', 'energy', 'UUI']","Hannover, Deutschland"
CaptainAra84,"@MrMimeAnonymus @KobeCollects @hro @NotSure10423 Can you tell him to unblock me, please? 😁 He keeps showing up everywhere and I can never see it. We didn't even have a fight back then. I think he just had a bad day and overreacted a bit 😇 #freeCaptainAra",['freeCaptainAra'],"Hannover, Deutschland"
Anna___Beller,@CarlosVil9 @Rrose_Selavy_11 @StudioCaptain1 @schwittlick_ @josegasparian You're welcome dear Carlos! Keep up the good work! ❤️🤍,,"Hannover, Deutschland"
xKathyMxxx,@FyolaiSigma what made you think that asdfghjkl,,"Hannover, Deutschland"
LetsPlayHistory,Establishing positions | Lesson of War #2 | Flashpoint Campaigns: Southern Storm - Multiplayer #letsplay #historygames #youtube https://t.co/hEmpVntUCz,"['letsplay', 'historygames', 'youtube']",Hannover
CaptainAra84,"@TheCherp11 I agree. I should have been more precise. What I meant are short term estimates like ""before Christmas"". If there's a chance that it's not gonna happen, don't say it. It will just cause disappointment in the community. Rather say Q4 of this year or Q1 of the next.",,"Hannover, Deutschland"
kwiggle_bike,"White Christmas anyone?

We can hope, can't we?

https://t.co/ey2vq4Av7A
#kwiggle #foldingbike #velopliant #おりたたぶ #Faltrad #madeingermany #design #innovation #bikelife #cycling #cyclinglife #Sustainability #Verkehrswende #chrismas https://t.co/QP8zfApPfD","['kwiggle', 'foldingbike', 'velopliant', 'おりたたぶ', 'Faltrad', 'madeingermany', 'design', 'innovation', 'bikelife', 'cycling', 'cyclinglife', 'Sustainability', 'Verkehrswende', 'chrismas']","Hannover, Germany"
TKarafilov,@carsten_growth Thanks for sharing!,,Hannover
CaptainAra84,"@BlockchainUsopp @spunty21 Yes, over the top. People are whining as if it's affecting their lives in any meaningful way. Criticism is fine but delays in a tech company shouldn't surprise anybody. Some people need to relax a bit. It's not the end of the world if a feature gets delayed 🤷🏻",,"Hannover, Deutschland"
Poakz44,@QuafixTTV @Shikane67 @saaidfnbr @Maark7x @vipexfnr Quafix going demon 🤐,,Hannover city
wolferic12,@Sebfcb14 King ❤️ https://t.co/VRFY5weitM,,"Hannover, Deutschland"
danieltanner,"@GOP Just say ""NO""",,"Hanover, Lower Saxony"
DFKSafeFood,"Here is a quick look at the common deficiencies reported by the #FDA during their #inspection of food facilities in the #Arab region, e.g., #Egypt, #Jordan, #Morocco, #Oman, #SaudiArabia, #Tunisia, and the #United Arab Emirates:

21 CFR 117. 40 Equipment…https://t.co/UythyzaxCO","['FDA', 'inspection', 'Arab', 'Egypt', 'Jordan', 'Morocco', 'Oman', 'SaudiArabia', 'Tunisia', 'United']",Hannover
danieltanner,"@cnnbrk @Davidlaz Any jail time?  “Corporations are people, my friend” eh, @MittRomney ??",,"Hanover, Lower Saxony"
xKathyMxxx,I assume 90% of my new followers came for skk and/or fyolai brainrot (or bsd in general) and let me assure you that those obsessions of mine won't end any time soon,,"Hannover, Deutschland"
xKathyMxxx,I was stuck on 60ish followers for the longest time and now within the last 4 weeks I managed to jump from that to 100! thank you guys so much! 💜 https://t.co/tK3dZTjW45,,"Hannover, Deutschland"
TutanotaTeam,"We are, indeed. 😃 Stay tuned for upcoming releases! 🔥 https://t.co/UenUHnMMb2",,Hanover (Germany)
Gerald_DerHexer,@WinterwolvesG @Kickstarter Already joined the kickstarter some days ago.,,"Hannover, Deutschland"
ueberschaubar,@Jungle_World Terf-Take.,,Hannover
TutanotaSupport,"@6A88A @TutanotaTeam Where did you send the report to? Is the issue in the app or another client? If it's the app, please try to reinstall it!",,Hanover (Germany)
TutanotaSupport,@waxxx333 @TutanotaTeam Thanks for the update! That's a security measure so that no one else can use your domain once it is attached to one account.,,Hanover (Germany)
kahbaboi,@4vorvier My dick is gay,,"Hannover, Deutschland"
al_aghaei,How much costs the printing of 500000 Rial bill? I guess 15 cents meaning about 18% of it's value https://t.co/InJ4Kdfbwd,,"Hanover, Lower Saxony"
SharkyTheWhite,@DanielNerisPer2 Thank you for the amazing piece ♥️ finally some custom armor to defend furmanity 🐺,,"Hannover, Deutschland"
TutanotaSupport,"@abhishekroy @TutanotaTeam Thanks for your feedback, we'll consider it, but it's not planned right now.",,Hanover (Germany)
I_Am_TheWolf,I literally did this for my sister's address today 😅😂 https://t.co/brqwwwiJVf,,"Hanover, Lower Saxony"
sobieski902,"@farzyness ... and the resulting idiocrazy-premise due to higher standards
https://t.co/sNP3B8jOmf",,Hannover
OlympViper,@MrMari0s Nintendo Switch to play Pokemon 😍😁,,"Hannover, Deutschland"
sobieski902,"@farzyness Can you elaborate on the ""why""? My conclusion is, that it is way less du to ""no need to own a car"" anymore as TaaS &amp; AaaS makes rides much more affordable than nowadays",,Hannover
jill_king77,"@codeineclipz @AfricanArchives like walking around with a confederate flag, like walking the streets shouting ""jews will not replace us""?",,"hannover, germany"
Tsumef4n,@bluehuskybutt Little tooth? 🤔 https://t.co/lkHXbVYNFi,,"Hanover, Lower Saxony, Germany"
janniswiese,@1Password The winner would be “merry-christmas-ya-filthy-animals” - 193 bits 😎,,"Hanover, Lower Saxony"
Malekshams00,@piersmorgan @Cobratate Please juat give him the chance to express himself without interrupting him,,"Hannover, Deutschland"
TheShadowCookie,"@ChipCheezum As the abyss gazed at us through Kirby's visage, happy clouds looked on in mild amusement. Yoshi knew not to speak up, for the consequences would indeed be too much to swallow.",,"Hanover, Germany"
_sturmflutxx,HARRY https://t.co/8IVM9dZ6bJ,,Hannover 
SunnyJo78918368,"@miebackaa Are they walking fast? If you're there too by 2am, they may be same reason like you. Unless if their dressing show they're spirits",,"Hannover, Germany "
TKarafilov,"@carsten_growth Had hope to get a „Not necessary, works conform in the cloud“ (for German authorities).  I had a discussion with someone about how to work together in the future without usage of M365 respectively cloud - eg. no use of people specific data: username is 4711@&lt;not company name&gt;.com",,Hannover
TheShadowCookie,"@JurassicRabbit Personally, I do not approve of the notion that any story told should be ""the greatest"", for there are countless video game stories, even small ones, that shine in their own unique ways. There is no need to single one out as this supposed mountain which towers above the rest.",,"Hanover, Germany"
gbkendre,"@ShashiTharoor Ohh!!! You need to temporary disability to learn the current situation. I will be glad if you can also take temporary poverty, temporary unemployment etc etc...
Bina pair tudwaye bhi pata kar sakte hai ji 🙏🙏🙏",,"Hanover, Lower Saxony"
le_durak,"#Adventskalender #Türchen20

Ricky Martin - This Is Good 

Siehe 2

https://t.co/4t1Y3gdfWy https://t.co/Dn6bEhX0Bu","['Adventskalender', 'Türchen20']","Hannover, Deutschland"
KhlGabriel,"@elonmusk @Unfilteredboss1 @KimDotcom Or give people the possibility to make an identity check with personal informations, so multiple accounts arent possible.",,"Hannover, Deutschland"
BadrockZTwitch,Time to G R I N D the Winter Event https://t.co/ylfwQ90vE8,,"Hannover, Deutschland"
Maureen_aha,@danloc_sg Leder,,Hannover
lawlkoko,"@Seemoremunkeyb @sluttynourr SHE IS LOOK AT @LUSTFULSLUTX TWEETS, SHE BLOCKED HER!",,"Hannover, Germany"
Lordserperior1,@FireEmblemJP Seems pretty similar to how it worked in Pokemon Conquest.,,"Hannover, Germany"
Olaf_Kopp,"There is also the Google patent ""Identifying teachable moments for contextual search"" from 2020.

More on that in this post (only german). https://t.co/i6b9E15UoL https://t.co/zJ1QhvCyTQ",,Hannover
Olaf_Kopp,"In some tests, I have repeatedly found that Google can and does do it.

Especially with the personal assistant ""Google Home"", Google has been doing this for a long time and can, for example, assign personal pronouns to the context of the entity.https://t.co/mTqomuzqs2",,Hannover
Olaf_Kopp,"In the context of ChatGPT vs. Google, it was often mentioned that Google would not be able to put consecutive search queries in context. So that Google looks at search queries independently of the search history. That is not completely right. 👇🧵",,Hannover
InviSan_Pubg,@TheSparrowsJour Ah there are only 1k different Combinations ^^ You just need a bit time. Jokes aside Safe Travels and Happy Holidays :),,"Hannover, Germany"
larscx,@DerBrunki just hannover things,,"Hannover, Deutschland"
jaaanska,@iupdate i don't know a single person using iMessage,,"Hannover, Deutschland"
_ramapcsx2,"@retrotink2 Oh no, not at all. I ""know"" so many PSX games' first 5 minutes, mainly the intro and never beyond the title screen, it's not funny anymore :p",,Hannover
_ramapcsx2,@paulo7x8 But it is pink! Why is it pink! xD,,Hannover
PhilippSiemens,"@teeespilt Is it now the Turn from ""im the Problem"" to ""He was the Problem""? Seems better the way it is now (: stay positive",,"Hannover, Deutschland"
CaptainAra84,@spunty21 100 %! A lot of the criticism around this is warranted. I don't wanna ridicule people for voicing reasonable concerns. But this over the top outrage is just a sign for a certain personality type that NEEDS to complain constantly.,,"Hannover, Deutschland"
PsychicCrash,"@AliceEden_ I knew, i should've been there. Hope, you had a lot of fun there",,"Hannover, Deutschland"
CaptainAra84,"@JgeenVeVe Yeah, especially with the MCP counter right around the corner it seems a bit unnecessary to keep track like that. What I do like about my excel sheet is that I can see where exactly those MCP points are coming from :-) https://t.co/ob7GZK2qP2",,"Hannover, Deutschland"
jaaanska,"@Nothennyfr ""sims 2 cheat codes""",,"Hannover, Deutschland"
wolferic12,@salzinhoo_ Moritz Wagner,,"Hannover, Deutschland"
chillarius,@TroyTeslike @TeslaBoomerMama @dandanboyy He retweets scott galloway and the like. Constanly bashing elon musk in every regard. A cancellation of a tesla vehicle should be taken with a grain of salt.,,"Hanover, Lower Saxony"
wolferic12,@Milano1893 Wilano,,"Hannover, Deutschland"
sahul_14,@aqilahh____ finally 👏🏻,,northen
socialclueless,Wann? https://t.co/GrFXTvICot,,Hannover
helenagoeswild,@CASPERxOFFICIAL My Policeman 🤍,,"Hannover, Deutschland"
MoMoehrchen,@Feliz_Catus Sooo sweet 💓,,"Hannover, Germany"
Satlek,@DerStorms I SEE A RED DOOR AND I WANT TO PAINT IT BLACK https://t.co/tEnvkgvKn2,,"Hannover, Deutschland"
mirceeey,@xRangerDE Lieferando gerne ❤️,,Hannover
ObelixHardy,@hamdennysgerri1 Sexy Lady.,,"Lehrte, Deutschland"
heiseonline,CES: ThinkPads und IdeaPads: Ryzen 7 7840HS und Core i7-13700H in Lenovo-Notebooks https://t.co/zOh54iSnyO #AMD #CES,"['AMD', 'CES']","Hannover, Germany"
MoMoehrchen,"@chandrani_18 @michaelscat2 Temptation, you have me 😂",,"Hannover, Germany"
CaptainAra84,@OMI__Homie @veve_official I completely agree but I'm shocked that you abused this opportunity to murder yet another innocent tree ... I'm equally intrigued and disgusted by you 😂,,"Hannover, Deutschland"
MoMoehrchen,"@michaelscat2 2min old.
Sam is a bit unwell due to his antibiotics. Yuna is being best sisfur. https://t.co/nDYeGleOge",,"Hannover, Germany"
Hornetsecurity,"As cyber #criminals seek new ways to breach systems, they are becoming more sophisticated. Learn more on how machine learning can aid in the detection of #threats and the prediction of suspicious behavior below 👇
https://t.co/QGzqQt7Wrb

 #MachineLearning #CyberSecurity #AI https://t.co/ezpTYIkxze","['criminals', 'threats', 'MachineLearning', 'CyberSecurity', 'AI']",Hannover
CaptainAra84,"@VeveFamBam @Der_Vevemeister @veve_official If the cat decided that my name is Wyatt, so be it. Can't question the furry overlords 😅",,"Hannover, Deutschland"
bangingagainst,"@TKarafilov we have asked this a few years ago, answer: never :)",,"Hannover, Deutschland"
CaptainAra84,@cryptobullfrog @TheJordanRachel I love how you put all of these hypocrites in their place with logic all the time 😁 I've been reading your replies for quite some time now. Always on point!,,"Hannover, Deutschland"
AlexanderEhlert,@Sturmtochter13 Toll 😍,,"Hannover, Deutschland"
TKarafilov,"Ok, Zoom can be installed on-premises .. so, when can we install #MicrosoftTeams on-premises? #TeamDatenschutz","['MicrosoftTeams', 'TeamDatenschutz']",Hannover
CaptainAra84,"@VeveFamBam @Der_Vevemeister @veve_official By the way, the cat doesn't care whether you're name is actually Sandra. It just decided it is. Deal with it.",,"Hannover, Deutschland"
CaptainAra84,"@VeveFamBam @Der_Vevemeister @veve_official I wanna pick a fight but ... who's gonna feed me afterwards!? You're gonna regret this, Sandra. https://t.co/sZS5QSGaNj",,"Hannover, Deutschland"
SinanDenizIsik1,"@thatnerddave @TheAlexMarco @SnyderQueen_ @JamesGunn The fact is, without nolan and snyder the characters wouldn't be where they are today",,"Hannover, Deutschland"
nummer1_eth,@LebnaniNFT @ChimpersNFT @TimpersHD @PunkHot10 @NFT1nsight !chimp https://t.co/MYQ0OmwSoq,,"Hannover, Deutschland"
RchltzrStv,@GtJbs @ErikMeusel Back to the roots. https://t.co/YaHslcKUVu,,"Hannover, Deutschland"
BroadcastStorm3,@leventkemaI @ismail_yasa Wow! They try to destroy Turkey from within.,,Hannover
CaptainAra84,@biskuits5 I feel you (minus the successful busines part 😅). It's been the same my entire life. I forced myself out of my comfort zone when I played public concerts and taught classes about environmental topics but I just can't hop into a space or a on a YT channel to talk publicly  🫣,,"Hannover, Deutschland"
senior_witch,@researchremora @DarthSquig On can see the Maas/Meuse on the map.,,Hannover
nisibebi,@Lensooooo Hash ist das Wick Medi night des Weeds,,"Hannover, Deutschland"
Anna___Beller,@ben_zolt gm Ben!,,"Hannover, Deutschland"
Anna___Beller,@NesmeyanaArt gm &amp; thanks! 🤍,,"Hannover, Deutschland"
CaptainAra84,"@VeveFamBam @Der_Vevemeister @veve_official Put... that... remote... down, Sandra. Last warning.",,"Hannover, Deutschland"
BenDelRey_,Just posted a photo https://t.co/oBxALdPNup,,"Hanover, Lower Saxony"
Prfcctaaa,the fact that Jude Bellingham is 19 tricks me into thinking i have a chance😭☠️,,"Hanover, Germany"
CaptainAra84,@JgeenVeVe I use Excel for that 😅 It get's really messy though when I buy or sell something and forget to update the list immediately. But at least I got a rough overview.,,"Hannover, Deutschland"
Niklas_KKK,@schwarzundgelb1 @FunkeSport WEREEE WINNING THE LEAAGUE,,Hannover 
CaptainAra84,"@jdnfts Yep! But to be fair, they've already gotten better at that. But I guess there's still quite a bit of room for improvement in that department :-)",,"Hannover, Deutschland"
Jaidchen,@DeletedTweetsDE ja bruder Clown,,"Hanover, Germany"
CaptainAra84,@KohlSaul But that counter is probably intertwined with the whole system. I'm sure they could whip out a simple counter right now but what good would that do if they had to redo it later because it's not compatable with the rest of the system? Do it right the first time.,,"Hannover, Deutschland"
aktienboersen,"$PLTR Palantir’s SPAC Bets Backfire, Hitting Company’s Growth
#Palantir #SPAC 
https://t.co/3tnbK7jDiI
https://t.co/sfI15uiyR7","['Palantir', 'SPAC']","Hannover, Deutschland"
CaptainAra84,@Edsweet45 @Der_Vevemeister I totally understand why they had to stop them and I share your concerns. But it's just a shame that we couldn't do any proper giveaways since they disabled that function :-( I really hope that they'll open it up again for certain purposes and with increased security.,,"Hannover, Deutschland"
CaptainAra84,"@JShergillS @atapene Absolutely bonkers ... I picked up a few for 4 to 5 gems as well. Good for you, mate :-)",,"Hannover, Deutschland"
CaptainAra84,"@VeveFamBam @Der_Vevemeister @veve_official That makes sense and I'm not gonna question that impenetrable reasoning 😁 After all, this is how my cat looks at me everytime I watch Alf on TV ... https://t.co/QS4Sp1BiEL",,"Hannover, Deutschland"
CaptainAra84,@chic_van Yes! I do understand the frustration but why does everythin have to happen so quickly? VeVe's building something big and I'm willing to wait for it.,,"Hannover, Deutschland"
NiceGuyBen_lol,@Cheninix @cvcvcvcvcvc2 Fair choice he had a decent pokemon episode squirtle is just cuter,,"Hannover, Deutschland"
NiceGuyBen_lol,@Cheninix @cvcvcvcvcvc2 U wouldnt say that to his face,,"Hannover, Deutschland"
NiceGuyBen_lol,@cvcvcvcvcvc2 @Cheninix Cheers man sound decision,,"Hannover, Deutschland"
NiceGuyBen_lol,@Cheninix @cvcvcvcvcvc2 U got nothing on liams rts,,"Hannover, Deutschland"
MenntholMaine,@Mella_CU Superwoman! 💪🏽,,"Garbsen, Deutschland"
Tvstrassensound,"R.E.A.L INTERVIEW | Kolumbien Knast, Fake Rapper, Kokain, Bonez MC, 187, Religion, Abtreibung | TV S
https://t.co/JHeBuPNIcW https://t.co/DYlb5p5bbg",,Hannover
NiceGuyBen_lol,@cvcvcvcvcvc2 @Cheninix this was a private conversation..,,"Hannover, Deutschland"
Spuernaeschen,@FaithInWalls369 You got this 💪,,Hannover
Spuernaeschen,@alles_anni Happy Birthday 🥳 https://t.co/5vfYghFhPj,,Hannover
NiceGuyBen_lol,@cvcvcvcvcvc2 Why do i say ye every sentence what is wrong w me,,"Hannover, Deutschland"
RASTA1035,@amirazhdary My heart ❤️,,"Hannover, Deutschland"
NiceGuyBen_lol,@cvcvcvcvcvc2 Ye true mby dating is in in 2023,,"Hannover, Deutschland"
CaptainAra84,"@Der_Vevemeister @veve_official Yes, that baffled me as a child 😁",,"Hannover, Deutschland"
AllmannJakob,"In the first age, in the first battle, when the shadows first lengthened, one stood. Burned by the embers of Armageddon, his soul blistered by the fires of Hell and tainted beyond ascension, he chose the path of perpetual torment. https://t.co/rqt9R7XxDV",,"Hannover, Deutschland"
NiceGuyBen_lol,"@cvcvcvcvcvc2 Talking to slags,league and uni mainly",,"Hannover, Deutschland"
CaptainAra84,@KohlSaul But the points counter and the leader board are just small parts in a complex system. Everything  needs to fit. Maybe there's an issue with long term scalability or something that needs to get solved before they can move on 🤷🏻 There's so much we don't know about their process.,,"Hannover, Deutschland"
KianaNeumann,@Mettliebhaber arme,,"Hannover, Deutschland"
NiceGuyBen_lol,@cvcvcvcvcvc2 Ye squirtle is cute and blastoise looks alpha while wartortle just looks dogshit,,"Hannover, Deutschland"
Anna___Beller,@randmtez @motiondesign_01 @Klahr_dk @artcarolinabf Thank you for collecting that 1/1! Looks amazing amongst the other b&amp;w works! 🤍🤍🤍,,"Hannover, Deutschland"
JBauersachsMD,"Important step forward for #dapaglilozin and #SGLT2i‼️
More options for our patients with #HFpEF 🫀and #HFmrEF.

➡️ we still need to work on the broad implementation‼️

@GiuseppeGalati_ @GMCRosano @YoungDgk @luedike @rudolf_deboer @Kardiophil @kaschenke @DavidDuncker https://t.co/dlMclirAoQ","['dapaglilozin', 'SGLT2i', 'HFpEF', 'HFmrEF']","Hannover, Deutschland"
NiceGuyBen_lol,@cvcvcvcvcvc2 Ye i grew up with german names for everything,,"Hannover, Deutschland"
BennySchulz9,"@romeofaker The 2nd one shows Zayn Malik, doesn't it?",,"Hannover, Deutschland"
Preven_,@kunalwasnik54 @westjett1 @GeorgeCGed Mates would leave if they see this cross,,"Hannover, Deutschland"
KianaNeumann,@4vorvier @repzzis_hsv miese priese,,"Hannover, Deutschland"
SunnyJo78918368,@miebackaa How do you know they're ghosts?,,"Hannover, Germany "
GIIDE0N,@PBer_Pilsmer Stark,,Hannover
NiceGuyBen_lol,@cvcvcvcvcvc2 Shiggy,,"Hannover, Deutschland"
Anna___Beller,"'SB1 095' 1/1 - some b&amp;w between the colour stripes! 
https://t.co/cSgFLV8w5J https://t.co/SE1E9jbOvq",,"Hannover, Deutschland"
HauschkeJ,@moussetofficial @ColludedTalent Altaaaaaaa. Stark! Enjoy!!!,,Hannover
NiceGuyBen_lol,@cvcvcvcvcvc2 Ye sure,,"Hannover, Deutschland"
SunnyJo78918368,@gerard0lee @Makavelli275 He's not humble. He only look and dress simple.,,"Hannover, Germany "
CaptainAra84,"@Der_Vevemeister Correct, Sir! By the way: Wen Alf, @veve_official? 🥺 Pretty please? https://t.co/nBCxL1C4xJ",,"Hannover, Deutschland"
janniswiese,It was fun while it lasted... #NAFO #NAFOFellas https://t.co/TlM1BlVyRX,"['NAFO', 'NAFOFellas']","Hanover, Lower Saxony"
CaptainAra84,"@Parlenicjj I truly hope that you find a way to be less toxic in the future. There are real connections to be made in the VeVe community, but certainly not like that. Farewell, John. I'm gonna ignore you from now on.",,"Hannover, Deutschland"
meriemakin,"Didn’t see this coming in a German convenience store - men’s deodorant created by AI in the shelves? And if it is not fate, LinkedIn suggests me to read an article about “falling in love with an AI”. I need to run away from these screens. https://t.co/rD267xPjmw",,"Hanover, Germany"
NiceGuyBen_lol,@Dacky_1 @nyandesuneeeee So goated,,"Hannover, Deutschland"
CaptainAra84,@tengu2001 That would be awesome to see! That's what j meant with my last remark in my other reply :-) That's probably just wishful thinking and would be too transparent for a private company. But I'd love to see it!,,"Hannover, Deutschland"
FrankGehrmann11,Gatwa makes 8 episodes pro season and one Christmas special- tennant is in 3 Episodes for the 60. Anniversary,,"Laatzen, Deutschland"
CaptainAra84,"@tengu2001 Yeah, you're probably right. What I meant is that they shouldn't say things like ""before Christmas"" anymore. I'm fine with estimates like ""probably Q1"". I would like to get regular updates on the things they're working on at the moment. What problem they need to solve etc.",,"Hannover, Deutschland"
darling_honey,"holy moly, Twitter is like a huge realtime experiment. now accounts with a yellow checkmark have square profile pics while the rest has round ones. yellow is supposed to indicate official accounts but some of those I follow are still blue. what is this? 😵‍💫",,"Hannover, Deutschland"
JBauersachsMD,"Great to be part of the CDR132L story‼️
Thanks 🙏 to all investigators contributing to the phase II #HF_REVERT study‼️
Happy 🎄🧑‍🎄holidays 🎁

@ThomasThum_TH2 @rudolf_deboer @JavedButler1 @FaiezZANNAD @Filippatos @MHH_life https://t.co/C8itNmirEh",['HF_REVERT'],"Hannover, Deutschland"
Jaidchen,@Dragobina Es ist Mewtwo. https://t.co/30IASI9rXE,,"Hanover, Germany"
CaptainAra84,"@Parlenicjj I'm not gonna come down to your level. Just read again what you just said to me in your initial reply. You're toxic. You can disagree with me all day long, I don't mind. But you're simply disrespectful to a stranger for no reason and I don't need that in my life.",,"Hannover, Deutschland"
CaptainAra84,@JgeenVeVe @Mltch_M Exactly. I sighed in frustration when I heard Alex casually mentioning that the MCP is delayed again. But I'm convinced that they don't make these decisions without a good reason.,,"Hannover, Deutschland"
Anna___Beller,"&amp; ga 

with 'PLS 008' ed. 10
https://t.co/4EFC3cSqZJ https://t.co/FIBnsg4sby",,"Hannover, Deutschland"
CaptainAra84,@Parlenicjj I think you might be a candidate for blocking though 🤔😉,,"Hannover, Deutschland"
janniswiese,"@IamVyv Careful, all you might get is a badly made NFT 😂",,"Hanover, Lower Saxony"
CaptainAra84,@Parlenicjj I have you muted. Just checked the usual muted FUD section under my tweets and there you were 😁,,"Hannover, Deutschland"
Mr_Highpants,#RAW was wild last night.,['RAW'],"Hannover, Germany"
moussetofficial,"It’s on and I’m excited!
Shizzle anyone? #dubai #Australia #NewZealand #Bali @ColludedTalent https://t.co/5r2q4AAwDF","['dubai', 'Australia', 'NewZealand', 'Bali']","Hannover, Germany"
CaptainAra84,@Parlenicjj Oh my 😂 Where's that coming from? Having a bad day?,,"Hannover, Deutschland"
sombrastudios,"@Grady_Booch @PuppyKhan at the start it's super-simple-crazy-convoluted-code.

At the end it's super simple code.

People often undermine the expirience to make things simple. Getting things simple and ""just right"" often means knowing A LOT.",,"Hannover, Deutschland"
CaptainAra84,"@VeVeVault I'm in no position to judge whether that is easy or not. If you just wanna do a leader board, sure, that sounds like a simple task. But I bet there's tons of stuff that needs to be considered if you wanna create a complex system of which that leader board is just a small part.",,"Hannover, Deutschland"
Anna___Beller,"ga!

with 'PLS 007' 1/1 
https://t.co/auAdlBME6u https://t.co/z2bkbpnIOs",,"Hannover, Deutschland"
CriCZa88,@TamashiiHiroka Because you are wonderfull and this planet woudn't be the same without you😊,,"Hannover, Deutschland"
hedyundolaf,@Coenni1 Prost 🍷🍷😉🤣🤣🤣🤣,,"Mitte, Hannover"
SinthorasCS,@heavyFPS_ cs comeback,,Hannover
larscx,Wtf Contine hat zu,,"Hannover, Deutschland"
ueberschaubar,@trekkiebill @jessiegender Have you considered adding alt text to make your tweets accessible to all who need it?,,Hannover
CaptainAra84,"@chic_van It's tricky, that's for sure! I wouldn't want to be their communication manager 😅",,"Hannover, Deutschland"
CaptainAra84,@kakigaijin @alibromi I bet there will be a number of mysterious deaths of VeVe OGs caused by greedy grandchildren that are too impatient to wait for us to log off VeVe for the last time 😅,,"Hannover, Deutschland"
Anna___Beller,@Rrose_Selavy_11 @StudioCaptain1 @schwittlick_ @josegasparian @CarlosVil9 ❤️❤️Likewise!!!❤️❤️,,"Hannover, Deutschland"
CaptainAra84,"@ZombieFrootLoop Yes, the internal and external communication seems to be a big factor there. But it sounded like they are aware of that problem and are working on it. I'm confident that they'll eventually work out these kinks. They're still a young company (the VeVe part at least).",,"Hannover, Deutschland"
sombrastudios,@t3dotgg @Razer I feel a burning hatred seeing this picture :|,,"Hannover, Deutschland"
AlexianNeumann,@rom_over Any good recipe links?,,"Hannover, Germany"
sombrastudios,"@randomspirits but I have spend HOURS getting the input just right! /s

(e.g. X in style of digital art)",,"Hannover, Deutschland"
sombrastudios,@MusicalChaotic the pianope,,"Hannover, Deutschland"
jensonb0b,@tradeit_gg Gold 😩,,"Basel, Switzerland"
senior_witch,@Tendar I remember @WarintheFuture explaining such visits. One function is to show to everyone that he trusts the army to keep him safe.,,Hannover
pipelinejournal,"Evolution #Pipeline System To Recycle More Than 500,000 Barrels Per Day Of Produced Water 

https://t.co/GP7P5qwL0J 

#pipelinejournal #pipelinenews #pipelineindustry #xri","['Pipeline', 'pipelinejournal', 'pipelinenews', 'pipelineindustry', 'xri']","Hannover, Niedersachsen"
CaptainAra84,@VeniVeVeVonny Agreed 🙂 They just need to stop giving timeline estimates 😅 They repeatedly get themselves into trouble with that.,,"Hannover, Deutschland"
MechDawn,"@TrueGeff Currently working on VAT (Vertex Animation) plugin to release it asap, GRID will be the next thing. Well the grid is on the material and tiles are updated with texture buffers.",,"Hannover, Deutschland"
